:	dvije tačke
🚣🏼‍♂	muškarac, srednje svijetla koža, veslanje, veslač, veslač: srednje svijetla koža, čamac
🚣🏽‍♂	muškarac, ni svijetla ni tamna koža, veslanje, veslač, veslač: ni svijetla ni tamna koža, čamac
🚣🏻‍♀	svijetla koža, veslanje, veslačica, veslačica: svijetla koža, čamac, žena
🚣🏼‍♀	srednje svijetla koža, veslanje, veslačica, veslačica: srednje svijetla koža, čamac, žena
🚣🏽‍♀	ni svijetla ni tamna koža, veslanje, veslačica, veslačica: ni svijetla ni tamna koža, čamac, žena
🏊🏻	osoba pliva, osoba pliva: svijetla koža, plivanje, svijetla koža
🏊🏼	osoba pliva, osoba pliva: srednje svijetla koža, plivanje, srednje svijetla koža
🏊🏽	ni svijetla ni tamna koža, osoba pliva, osoba pliva: ni svijetla ni tamna koža, plivanje
🏊🏻‍♂	muškarac, plivanje, plivač, plivač: svijetla koža, svijetla koža
🏊🏼‍♂	muškarac, plivanje, plivač, plivač: srednje svijetla koža, srednje svijetla koža
🏊🏽‍♂	muškarac, ni svijetla ni tamna koža, plivanje, plivač, plivač: ni svijetla ni tamna koža
🏊🏻‍♀	plivanje, plivačica, plivačica: svijetla koža, svijetla koža, žena
🏊🏼‍♀	plivanje, plivačica, plivačica: srednje svijetla koža, srednje svijetla koža, žena
🏊🏽‍♀	ni svijetla ni tamna koža, plivanje, plivačica, plivačica: ni svijetla ni tamna koža, žena
⛹🏻	lopta, osoba sa loptom, osoba sa loptom: svijetla koža, svijetla koža
⛹🏼	lopta, osoba sa loptom, osoba sa loptom: srednje svijetla koža, srednje svijetla koža
⛹🏽	lopta, ni svijetla ni tamna koža, osoba sa loptom, osoba sa loptom: ni svijetla ni tamna koža
⛹🏻‍♂	lopta, muškarac, muškarac sa loptom, muškarac sa loptom: svijetla koža, svijetla koža
⛹🏼‍♂	lopta, muškarac, muškarac sa loptom, muškarac sa loptom: srednje svijetla koža, srednje svijetla koža
⛹🏽‍♂	lopta, muškarac, muškarac sa loptom, muškarac sa loptom: ni svijetla ni tamna koža, ni svijetla ni tamna koža
⛹🏻‍♀	lopta, svijetla koža, žena, žena sa loptom, žena sa loptom: svijetla koža
⛹🏼‍♀	lopta, srednje svijetla koža, žena, žena sa loptom, žena sa loptom: srednje svijetla koža
⛹🏽‍♀	lopta, ni svijetla ni tamna koža, žena, žena sa loptom, žena sa loptom: ni svijetla ni tamna koža
🏋🏻	dizač, osoba diže tegove, osoba diže tegove: svijetla koža, svijetla koža, tegovi
🏋🏼	dizač, osoba diže tegove, osoba diže tegove: srednje svijetla koža, srednje svijetla koža, tegovi
🏋🏽	dizač, ni svijetla ni tamna koža, osoba diže tegove, osoba diže tegove: ni svijetla ni tamna koža, tegovi
🏋🏻‍♂	dizanje, dizač tegova, dizač tegova: svijetla koža, muškarac, svijetla koža, tegovi
🏋🏼‍♂	dizanje, dizač tegova, dizač tegova: srednje svijetla koža, muškarac, srednje svijetla koža, tegovi
🏋🏽‍♂	dizanje, dizač tegova, dizač tegova: ni svijetla ni tamna koža, muškarac, ni svijetla ni tamna koža, tegovi
🏋🏻‍♀	dizanje, dizačica tegova, dizačica tegova: svijetla koža, svijetla koža, tegovi, žena
🏋🏼‍♀	dizanje, dizačica tegova, dizačica tegova: srednje svijetla koža, srednje svijetla koža, tegovi, žena
🏋🏽‍♀	dizanje, dizačica tegova, dizačica tegova: ni svijetla ni tamna koža, ni svijetla ni tamna koža, tegovi, žena
🚴	bicikl, biciklista, biciklizam, osoba na biciklu
🚴🏻	bicikl, biciklista, biciklizam, osoba na biciklu, osoba na biciklu: svijetla koža, svijetla koža
🚴🏼	bicikl, biciklista, biciklizam, osoba na biciklu, osoba na biciklu: srednje svijetla koža, srednje svijetla koža
🚴🏽	bicikl, biciklista, biciklizam, ni svijetla ni tamna koža, osoba na biciklu, osoba na biciklu: ni svijetla ni tamna koža
🚴🏾	bicikl, biciklista, biciklizam, osoba na biciklu, srednje tamna koža
🚴🏿	bicikl, biciklista, biciklizam, osoba na biciklu, tamna koža
🚴🏻‍♂	bicikl, biciklista, biciklista: svijetla koža, muškarac, svijetla koža
🚴🏼‍♂	bicikl, biciklista, biciklista: srednje svijetla koža, muškarac, srednje svijetla koža
🚴🏽‍♂	bicikl, biciklista, biciklista: ni svijetla ni tamna koža, muškarac, ni svijetla ni tamna koža
🚴🏻‍♀	bicikl, biciklista, biciklistkinja, biciklistkinja: svijetla koža, svijetla koža, žena
🚴🏼‍♀	bicikl, biciklista, biciklistkinja, biciklistkinja: srednje svijetla koža, srednje svijetla koža, žena
🚴🏽‍♀	bicikl, biciklista, biciklistkinja, biciklistkinja: ni svijetla ni tamna koža, ni svijetla ni tamna koža, žena
🚵🏻	bicikl, biciklista, brdo, osoba na brdskom biciklu, osoba na brdskom biciklu: svijetla koža, planina, svijetla koža
🚵🏼	bicikl, biciklista, brdo, osoba na brdskom biciklu, osoba na brdskom biciklu: srednje svijetla koža, planina, srednje svijetla koža
🚵🏽	bicikl, biciklista, brdo, ni svijetla ni tamna koža, osoba na brdskom biciklu, osoba na brdskom biciklu: ni svijetla ni tamna koža, planina
🚵🏻‍♂	bicikl, biciklista, brdski biciklista, brdski biciklista: svijetla koža, muškarac, planina, svijetla koža
🚵🏼‍♂	bicikl, biciklista, brdski biciklista, brdski biciklista: srednje svijetla koža, muškarac, planina, srednje svijetla koža
🚵🏽‍♂	bicikl, biciklista, brdski biciklista, brdski biciklista: ni svijetla ni tamna koža, muškarac, ni svijetla ni tamna koža, planina
🚵🏻‍♀	bicikl, biciklista, brdska biciklistkinja, brdska biciklistkinja: svijetla koža, planina, svijetla koža, žena
🚵🏼‍♀	bicikl, biciklista, brdska biciklistkinja, brdska biciklistkinja: srednje svijetla koža, planina, srednje svijetla koža, žena
🚵🏽‍♀	bicikl, biciklista, brdska biciklistkinja, brdska biciklistkinja: ni svijetla ni tamna koža, ni svijetla ni tamna koža, planina, žena
🤸	gimnastika, gimnastičarska zvezda, gimnastičarska zvijezda, zvijezda
🤸🏻	gimnastika, gimnastičarska zvezda, gimnastičarska zvezda: svijetla koža, gimnastičarska zvijezda, svijetla koža, zvijezda
🤸🏼	gimnastika, gimnastičarska zvezda, gimnastičarska zvezda: srednje svijetla koža, gimnastičarska zvijezda, srednje svijetla koža, zvijezda
🤸🏽	gimnastika, gimnastičarska zvezda, gimnastičarska zvezda: ni svijetla ni tamna koža, gimnastičarska zvijezda, ni svijetla ni tamna koža, zvijezda
🤸🏾	gimnastika, gimnastičarska zvezda, gimnastičarska zvijezda, srednje tamna koža, zvijezda
🤸🏿	gimnastika, gimnastičarska zvezda, gimnastičarska zvijezda, tamna koža, zvijezda
🤸‍♂	gimnastičar
🤸🏻‍♂	gimnastičar, gimnastičar: svijetla koža, svijetla koža
🤸🏼‍♂	gimnastičar, gimnastičar: srednje svijetla koža, srednje svijetla koža
🤸🏽‍♂	gimnastičar, gimnastičar: ni svijetla ni tamna koža, ni svijetla ni tamna koža
🤸🏾‍♂	gimnastičar, srednje tamna koža
🤸🏿‍♂	gimnastičar, tamna koža
🤸‍♀	gimnastičarka
🤸🏻‍♀	gimnastičarka, gimnastičarka: svijetla koža, svijetla koža
🤸🏼‍♀	gimnastičarka, gimnastičarka: srednje svijetla koža, srednje svijetla koža
🤸🏽‍♀	gimnastičarka, gimnastičarka: ni svijetla ni tamna koža, ni svijetla ni tamna koža
🤸🏾‍♀	gimnastičarka, srednje tamna koža
🤸🏿‍♀	gimnastičarka, tamna koža
🤼	rvanje, rvač, rvači
🤽	osoba igra vaterpolo, vaterpolo, voda
🤽🏻	osoba igra vaterpolo, svijetla koža, vaterpolo, vaterpolo: svijetla koža, voda
🤽🏼	osoba igra vaterpolo, srednje svijetla koža, vaterpolo, vaterpolo: srednje svijetla koža, voda
🤽🏽	ni svijetla ni tamna koža, osoba igra vaterpolo, vaterpolo, vaterpolo: ni svijetla ni tamna koža, voda
🤽🏾	osoba igra vaterpolo, srednje tamna koža, vaterpolo, voda
🤽🏿	osoba igra vaterpolo, tamna koža, vaterpolo, voda
🤽🏻‍♂	bazen, muškarac, svijetla koža, vaterpolista, vaterpolista: svijetla koža, vaterpolo, voda
🤽🏼‍♂	bazen, muškarac, srednje svijetla koža, vaterpolista, vaterpolista: srednje svijetla koža, vaterpolo, voda
🤽🏽‍♂	bazen, muškarac, ni svijetla ni tamna koža, vaterpolista, vaterpolista: ni svijetla ni tamna koža, vaterpolo, voda
🤽🏻‍♀	bazen, svijetla koža, vaterpolistkinja, vaterpolistkinja: svijetla koža, vaterpolo, voda, žena
🤽🏼‍♀	bazen, srednje svijetla koža, vaterpolistkinja, vaterpolistkinja: srednje svijetla koža, vaterpolo, voda, žena
🤽🏽‍♀	bazen, ni svijetla ni tamna koža, vaterpolistkinja, vaterpolistkinja: ni svijetla ni tamna koža, vaterpolo, voda, žena
🤾	lopta, osoba igra rukomet, rukomet
🤾🏻	lopta, osoba igra rukomet, rukomet, rukomet: svijetla koža, svijetla koža
🤾🏼	lopta, osoba igra rukomet, rukomet, rukomet: srednje svijetla koža, srednje svijetla koža
🤾🏽	lopta, ni svijetla ni tamna koža, osoba igra rukomet, rukomet, rukomet: ni svijetla ni tamna koža
🤾🏾	lopta, osoba igra rukomet, rukomet, srednje tamna koža
🤾🏿	lopta, osoba igra rukomet, rukomet, tamna koža
🤾🏻‍♂	bacanje, lopta, muškarac, rukomet, rukometaš, rukometaš: svijetla koža, svijetla koža
🤾🏼‍♂	bacanje, lopta, muškarac, rukomet, rukometaš, rukometaš: srednje svijetla koža, srednje svijetla koža
🤾🏽‍♂	bacanje, lopta, muškarac, ni svijetla ni tamna koža, rukomet, rukometaš, rukometaš: ni svijetla ni tamna koža
🤾🏻‍♀	bacanje, lopta, rukomet, rukometašica, rukometašica: svijetla koža, svijetla koža, žena
🤾🏼‍♀	bacanje, lopta, rukomet, rukometašica, rukometašica: srednje svijetla koža, srednje svijetla koža, žena
🤾🏽‍♀	bacanje, lopta, ni svijetla ni tamna koža, rukomet, rukometašica, rukometašica: ni svijetla ni tamna koža, žena
🤹	cirkus, osoba žonglira, ravnoteža, vještina, žongliranje
🤹🏻	cirkus, osoba žonglira, osoba žonglira: svijetla koža, ravnoteža, svijetla koža, vještina, žongliranje
🤹🏼	cirkus, osoba žonglira, osoba žonglira: srednje svijetla koža, ravnoteža, srednje svijetla koža, vještina, žongliranje
🤹🏽	cirkus, ni svijetla ni tamna koža, osoba žonglira, osoba žonglira: ni svijetla ni tamna koža, ravnoteža, vještina, žongliranje
🤹🏾	cirkus, osoba žonglira, ravnoteža, srednje tamna koža, vještina, žongliranje
🤹🏿	cirkus, osoba žonglira, ravnoteža, tamna koža, vještina, žongliranje
🤹‍♂	žongler
🤹🏻‍♂	svijetla koža, žongler, žongler: svijetla koža
🤹🏼‍♂	srednje svijetla koža, žongler, žongler: srednje svijetla koža
🤹🏽‍♂	ni svijetla ni tamna koža, žongler, žongler: ni svijetla ni tamna koža
🤹🏾‍♂	srednje tamna koža, žongler
🤹🏿‍♂	tamna koža, žongler
🤹‍♀	žonglerka
🤹🏻‍♀	svijetla koža, žonglerka, žonglerka: svijetla koža
🤹🏼‍♀	srednje svijetla koža, žonglerka, žonglerka: srednje svijetla koža
🤹🏽‍♀	ni svijetla ni tamna koža, žonglerka, žonglerka: ni svijetla ni tamna koža
🤹🏾‍♀	srednje tamna koža, žonglerka
🤹🏿‍♀	tamna koža, žonglerka
🧘🏻	joga, lotos poza, lotos poza: svijetla koža, meditacija, svijetla koža
🧘🏼	joga, lotos poza, lotos poza: srednje svijetla koža, meditacija, srednje svijetla koža
🧘🏽	joga, lotos poza, lotos poza: ni svijetla ni tamna koža, meditacija, ni svijetla ni tamna koža
🧘🏻‍♂	joga, meditacija, muškarac u lotos pozi, muškarac u lotos pozi: svijetla koža, muškarac u lotus pozi, svijetla koža
🧘🏼‍♂	joga, meditacija, muškarac u lotos pozi, muškarac u lotos pozi: srednje svijetla koža, muškarac u lotus pozi, srednje svijetla koža
🧘🏽‍♂	joga, meditacija, muškarac u lotos pozi, muškarac u lotos pozi: ni svijetla ni tamna koža, muškarac u lotus pozi, ni svijetla ni tamna koža
🧘🏻‍♀	joga, meditacija, svijetla koža, žena u lotos pozi, žena u lotos pozi: svijetla koža, žena u lotus pozi
🧘🏼‍♀	joga, meditacija, srednje svijetla koža, žena u lotos pozi, žena u lotos pozi: srednje svijetla koža, žena u lotus pozi
🧘🏽‍♀	joga, meditacija, ni svijetla ni tamna koža, žena u lotos pozi, žena u lotos pozi: ni svijetla ni tamna koža, žena u lotus pozi
🛀🏻	kada, kupanje, osoba koja se kupa, osoba koja se kupa: svijetla koža, svijetla koža
🛀🏼	kada, kupanje, osoba koja se kupa, osoba koja se kupa: srednje svijetla koža, srednje svijetla koža
🛀🏽	kada, kupanje, ni svijetla ni tamna koža, osoba koja se kupa, osoba koja se kupa: ni svijetla ni tamna koža
🛌🏻	hotel, osoba u krevetu, osoba u krevetu: svijetla koža, spavanje, svijetla koža
🛌🏼	hotel, osoba u krevetu, osoba u krevetu: srednje svijetla koža, spavanje, srednje svijetla koža
🛌🏽	hotel, ni svijetla ni tamna koža, osoba u krevetu, osoba u krevetu: ni svijetla ni tamna koža, spavanje
🧑🏻‍🤝‍🧑🏻	osobe se drže za ruke, osobe se drže za ruke: svijetla koža, svijetla koža
🧑🏻‍🤝‍🧑🏼	osobe se drže za ruke, osobe se drže za ruke: svijetla koža i srednje svijetla koža, srednje svijetla koža, svijetla koža
🧑🏻‍🤝‍🧑🏽	ni svijetla ni tamna koža, osobe se drže za ruke, osobe se drže za ruke: svijetla koža i ni svijetla ni tamna koža, svijetla koža
🧑🏻‍🤝‍🧑🏾	osobe se drže za ruke, osobe se drže za ruke: svijetla koža i srednje tamna koža, srednje tamna koža, svijetla koža
🧑🏻‍🤝‍🧑🏿	osobe se drže za ruke, osobe se drže za ruke: svijetla koža i tamna koža, svijetla koža, tamna koža
🧑🏼‍🤝‍🧑🏻	osobe se drže za ruke, osobe se drže za ruke: srednje svijetla koža i svijetla koža, srednje svijetla koža, svijetla koža
🧑🏼‍🤝‍🧑🏼	osobe se drže za ruke, osobe se drže za ruke: srednje svijetla koža, srednje svijetla koža
🧑🏼‍🤝‍🧑🏽	ni svijetla ni tamna koža, osobe se drže za ruke, osobe se drže za ruke: srednje svijetla koža i ni svijetla ni tamna koža, srednje svijetla koža
🧑🏼‍🤝‍🧑🏾	osobe se drže za ruke, osobe se drže za ruke: srednje svijetla koža i srednje tamna koža, srednje svijetla koža, srednje tamna koža
🧑🏼‍🤝‍🧑🏿	osobe se drže za ruke, osobe se drže za ruke: srednje svijetla koža i tamna koža, srednje svijetla koža, tamna koža
🧑🏽‍🤝‍🧑🏻	ni svijetla ni tamna koža, osobe se drže za ruke, osobe se drže za ruke: ni svijetla ni tamna koža i svijetla koža, svijetla koža
🧑🏽‍🤝‍🧑🏼	ni svijetla ni tamna koža, osobe se drže za ruke, osobe se drže za ruke: ni svijetla ni tamna koža i srednje svijetla koža, srednje svijetla koža
🧑🏽‍🤝‍🧑🏽	ni svijetla ni tamna koža, osobe se drže za ruke, osobe se drže za ruke: ni svijetla ni tamna koža
🧑🏽‍🤝‍🧑🏾	ni svijetla ni tamna koža, osobe se drže za ruke, osobe se drže za ruke: ni svijetla ni tamna koža i srednje tamna koža, srednje tamna koža
🧑🏽‍🤝‍🧑🏿	ni svijetla ni tamna koža, osobe se drže za ruke, osobe se drže za ruke: ni svijetla ni tamna koža i tamna koža, tamna koža
🧑🏾‍🤝‍🧑🏻	osobe se drže za ruke, osobe se drže za ruke: srednje tamna koža i svijetla koža, srednje tamna koža, svijetla koža
🧑🏾‍🤝‍🧑🏼	osobe se drže za ruke, osobe se drže za ruke: srednje tamna koža i srednje svijetla koža, srednje svijetla koža, srednje tamna koža
🧑🏾‍🤝‍🧑🏽	ni svijetla ni tamna koža, osobe se drže za ruke, osobe se drže za ruke: srednje tamna koža i ni svijetla ni tamna koža, srednje tamna koža
🧑🏿‍🤝‍🧑🏻	osobe se drže za ruke, osobe se drže za ruke: tamna koža i svijetla koža, svijetla koža, tamna koža
🧑🏿‍🤝‍🧑🏼	osobe se drže za ruke, osobe se drže za ruke: tamna koža i srednje svijetla koža, srednje svijetla koža, tamna koža
🧑🏿‍🤝‍🧑🏽	ni svijetla ni tamna koža, osobe se drže za ruke, osobe se drže za ruke: tamna koža i ni svijetla ni tamna koža, tamna koža
👭🏻	držanje za ruke, par, ruka, svijetla koža, žene, žene se drže za ruke, žene se drže za ruke: svijetla koža
👩🏻‍🤝‍👩🏼	držanje za ruke, par, ruka, srednje svijetla koža, svijetla koža, žene, žene se drže za ruke, žene se drže za ruke: svijetla koža i srednje svijetla koža
👩🏻‍🤝‍👩🏽	držanje za ruke, ni svijetla ni tamna koža, par, ruka, svijetla koža, žene, žene se drže za ruke, žene se drže za ruke: svijetla koža i ni svijetla ni tamna koža
👩🏻‍🤝‍👩🏾	držanje za ruke, par, ruka, srednje tamna koža, svijetla koža, žene, žene se drže za ruke, žene se drže za ruke: svijetla koža i srednje tamna koža
👩🏻‍🤝‍👩🏿	držanje za ruke, par, ruka, svijetla koža, tamna koža, žene, žene se drže za ruke, žene se drže za ruke: svijetla koža i tamna koža
👩🏼‍🤝‍👩🏻	držanje za ruke, par, ruka, srednje svijetla koža, svijetla koža, žene, žene se drže za ruke, žene se drže za ruke: srednje svijetla koža i svijetla koža
👭🏼	držanje za ruke, par, ruka, srednje svijetla koža, žene, žene se drže za ruke, žene se drže za ruke: srednje svijetla koža
👩🏼‍🤝‍👩🏽	držanje za ruke, ni svijetla ni tamna koža, par, ruka, srednje svijetla koža, žene, žene se drže za ruke, žene se drže za ruke: srednje svijetla koža i ni svijetla ni tamna koža
👩🏼‍🤝‍👩🏾	držanje za ruke, par, ruka, srednje svijetla koža, srednje tamna koža, žene, žene se drže za ruke, žene se drže za ruke: srednje svijetla koža i srednje tamna koža
👩🏼‍🤝‍👩🏿	držanje za ruke, par, ruka, srednje svijetla koža, tamna koža, žene, žene se drže za ruke, žene se drže za ruke: srednje svijetla koža i tamna koža
👩🏽‍🤝‍👩🏻	držanje za ruke, ni svijetla ni tamna koža, par, ruka, svijetla koža, žene, žene se drže za ruke, žene se drže za ruke: ni svijetla ni tamna koža i svijetla koža
👩🏽‍🤝‍👩🏼	držanje za ruke, ni svijetla ni tamna koža, par, ruka, srednje svijetla koža, žene, žene se drže za ruke, žene se drže za ruke: ni svijetla ni tamna koža i srednje svijetla koža
👭🏽	držanje za ruke, ni svijetla ni tamna koža, par, ruka, žene, žene se drže za ruke, žene se drže za ruke: ni svijetla ni tamna koža
👩🏽‍🤝‍👩🏾	držanje za ruke, ni svijetla ni tamna koža, par, ruka, srednje tamna koža, žene, žene se drže za ruke, žene se drže za ruke: ni svijetla ni tamna koža i srednje tamna koža
👩🏽‍🤝‍👩🏿	držanje za ruke, ni svijetla ni tamna koža, par, ruka, tamna koža, žene, žene se drže za ruke, žene se drže za ruke: ni svijetla ni tamna koža i tamna koža
👩🏾‍🤝‍👩🏻	držanje za ruke, par, ruka, srednje tamna koža, svijetla koža, žene, žene se drže za ruke, žene se drže za ruke: srednje tamna koža i svijetla koža
👩🏾‍🤝‍👩🏼	držanje za ruke, par, ruka, srednje svijetla koža, srednje tamna koža, žene, žene se drže za ruke, žene se drže za ruke: srednje tamna koža i srednje svijetla koža
👩🏾‍🤝‍👩🏽	držanje za ruke, ni svijetla ni tamna koža, par, ruka, srednje tamna koža, žene, žene se drže za ruke, žene se drže za ruke: srednje tamna koža i ni svijetla ni tamna koža
👩🏿‍🤝‍👩🏻	držanje za ruke, par, ruka, svijetla koža, tamna koža, žene, žene se drže za ruke, žene se drže za ruke: tamna koža i svijetla koža
👩🏿‍🤝‍👩🏼	držanje za ruke, par, ruka, srednje svijetla koža, tamna koža, žene, žene se drže za ruke, žene se drže za ruke: tamna koža i srednje svijetla koža
👩🏿‍🤝‍👩🏽	držanje za ruke, ni svijetla ni tamna koža, par, ruka, tamna koža, žene, žene se drže za ruke, žene se drže za ruke: tamna koža i ni svijetla ni tamna koža
👫🏻	držanje, muškarac, muškarac i žena se drže za ruke, par, ruke, svijetla koža, žena, žena i muškarac se drže za ruke, žena i muškarac se drže za ruke: svijetla koža
👩🏻‍🤝‍👨🏼	držanje, muškarac, muškarac i žena se drže za ruke, par, ruke, srednje svijetla koža, svijetla koža, žena, žena i muškarac se drže za ruke, žena i muškarac se drže za ruke: svijetla koža i srednje svijetla koža
👩🏻‍🤝‍👨🏽	držanje, muškarac, muškarac i žena se drže za ruke, ni svijetla ni tamna koža, par, ruke, svijetla koža, žena, žena i muškarac se drže za ruke, žena i muškarac se drže za ruke: svijetla koža i ni svijetla ni tamna koža
👩🏻‍🤝‍👨🏾	držanje, muškarac, muškarac i žena se drže za ruke, par, ruke, srednje tamna koža, svijetla koža, žena, žena i muškarac se drže za ruke, žena i muškarac se drže za ruke: svijetla koža i srednje tamna koža
👩🏻‍🤝‍👨🏿	držanje, muškarac, muškarac i žena se drže za ruke, par, ruke, svijetla koža, tamna koža, žena, žena i muškarac se drže za ruke, žena i muškarac se drže za ruke: svijetla koža i tamna koža
👩🏼‍🤝‍👨🏻	držanje, muškarac, muškarac i žena se drže za ruke, par, ruke, srednje svijetla koža, svijetla koža, žena, žena i muškarac se drže za ruke, žena i muškarac se drže za ruke: srednje svijetla koža i svijetla koža
👫🏼	držanje, muškarac, muškarac i žena se drže za ruke, par, ruke, srednje svijetla koža, žena, žena i muškarac se drže za ruke, žena i muškarac se drže za ruke: srednje svijetla koža
👩🏼‍🤝‍👨🏽	držanje, muškarac, muškarac i žena se drže za ruke, ni svijetla ni tamna koža, par, ruke, srednje svijetla koža, žena, žena i muškarac se drže za ruke, žena i muškarac se drže za ruke: srednje svijetla koža i ni svijetla ni tamna koža
👩🏼‍🤝‍👨🏾	držanje, muškarac, muškarac i žena se drže za ruke, par, ruke, srednje svijetla koža, srednje tamna koža, žena, žena i muškarac se drže za ruke, žena i muškarac se drže za ruke: srednje svijetla koža i srednje tamna koža
👩🏼‍🤝‍👨🏿	držanje, muškarac, muškarac i žena se drže za ruke, par, ruke, srednje svijetla koža, tamna koža, žena, žena i muškarac se drže za ruke, žena i muškarac se drže za ruke: srednje svijetla koža i tamna koža
👩🏽‍🤝‍👨🏻	držanje, muškarac, muškarac i žena se drže za ruke, ni svijetla ni tamna koža, par, ruke, svijetla koža, žena, žena i muškarac se drže za ruke, žena i muškarac se drže za ruke: ni svijetla ni tamna koža i svijetla koža
👩🏽‍🤝‍👨🏼	držanje, muškarac, muškarac i žena se drže za ruke, ni svijetla ni tamna koža, par, ruke, srednje svijetla koža, žena, žena i muškarac se drže za ruke, žena i muškarac se drže za ruke: ni svijetla ni tamna koža i srednje svijetla koža
👫🏽	držanje, muškarac, muškarac i žena se drže za ruke, ni svijetla ni tamna koža, par, ruke, žena, žena i muškarac se drže za ruke, žena i muškarac se drže za ruke: ni svijetla ni tamna koža
👩🏽‍🤝‍👨🏾	držanje, muškarac, muškarac i žena se drže za ruke, ni svijetla ni tamna koža, par, ruke, srednje tamna koža, žena, žena i muškarac se drže za ruke, žena i muškarac se drže za ruke: ni svijetla ni tamna koža i srednje tamna koža
👩🏽‍🤝‍👨🏿	držanje, muškarac, muškarac i žena se drže za ruke, ni svijetla ni tamna koža, par, ruke, tamna koža, žena, žena i muškarac se drže za ruke, žena i muškarac se drže za ruke: ni svijetla ni tamna koža i tamna koža
👩🏾‍🤝‍👨🏻	držanje, muškarac, muškarac i žena se drže za ruke, par, ruke, srednje tamna koža, svijetla koža, žena, žena i muškarac se drže za ruke, žena i muškarac se drže za ruke: srednje tamna koža i svijetla koža
👩🏾‍🤝‍👨🏼	držanje, muškarac, muškarac i žena se drže za ruke, par, ruke, srednje svijetla koža, srednje tamna koža, žena, žena i muškarac se drže za ruke, žena i muškarac se drže za ruke: srednje tamna koža i srednje svijetla koža
👩🏾‍🤝‍👨🏽	držanje, muškarac, muškarac i žena se drže za ruke, ni svijetla ni tamna koža, par, ruke, srednje tamna koža, žena, žena i muškarac se drže za ruke, žena i muškarac se drže za ruke: srednje tamna koža i ni svijetla ni tamna koža
👩🏿‍🤝‍👨🏻	držanje, muškarac, muškarac i žena se drže za ruke, par, ruke, svijetla koža, tamna koža, žena, žena i muškarac se drže za ruke, žena i muškarac se drže za ruke: tamna koža i svijetla koža
👩🏿‍🤝‍👨🏼	držanje, muškarac, muškarac i žena se drže za ruke, par, ruke, srednje svijetla koža, tamna koža, žena, žena i muškarac se drže za ruke, žena i muškarac se drže za ruke: tamna koža i srednje svijetla koža
👩🏿‍🤝‍👨🏽	držanje, muškarac, muškarac i žena se drže za ruke, ni svijetla ni tamna koža, par, ruke, tamna koža, žena, žena i muškarac se drže za ruke, žena i muškarac se drže za ruke: tamna koža i ni svijetla ni tamna koža
👬🏻	blizanci, držanje, muškarac, muškarci se drže za ruke, muškarci se drže za ruke: svijetla koža, par, ruke, svijetla koža, zodijak
👨🏻‍🤝‍👨🏼	blizanci, držanje, muškarac, muškarci se drže za ruke, muškarci se drže za ruke: svijetla koža i srednje svijetla koža, par, ruke, srednje svijetla koža, svijetla koža, zodijak
👨🏻‍🤝‍👨🏽	blizanci, držanje, muškarac, muškarci se drže za ruke, muškarci se drže za ruke: svijetla koža i ni svijetla ni tamna koža, ni svijetla ni tamna koža, par, ruke, svijetla koža, zodijak
👨🏻‍🤝‍👨🏾	blizanci, držanje, muškarac, muškarci se drže za ruke, muškarci se drže za ruke: svijetla koža i srednje tamna koža, par, ruke, srednje tamna koža, svijetla koža, zodijak
👨🏻‍🤝‍👨🏿	blizanci, držanje, muškarac, muškarci se drže za ruke, muškarci se drže za ruke: svijetla koža i tamna koža, par, ruke, svijetla koža, tamna koža, zodijak
👨🏼‍🤝‍👨🏻	blizanci, držanje, muškarac, muškarci se drže za ruke, muškarci se drže za ruke: srednje svijetla koža i svijetla koža, par, ruke, srednje svijetla koža, svijetla koža, zodijak
👬🏼	blizanci, držanje, muškarac, muškarci se drže za ruke, muškarci se drže za ruke: srednje svijetla koža, par, ruke, srednje svijetla koža, zodijak
👨🏼‍🤝‍👨🏽	blizanci, držanje, muškarac, muškarci se drže za ruke, muškarci se drže za ruke: srednje svijetla koža i ni svijetla ni tamna koža, ni svijetla ni tamna koža, par, ruke, srednje svijetla koža, zodijak
👨🏼‍🤝‍👨🏾	blizanci, držanje, muškarac, muškarci se drže za ruke, muškarci se drže za ruke: srednje svijetla koža i srednje tamna koža, par, ruke, srednje svijetla koža, srednje tamna koža, zodijak
👨🏼‍🤝‍👨🏿	blizanci, držanje, muškarac, muškarci se drže za ruke, muškarci se drže za ruke: srednje svijetla koža i tamna koža, par, ruke, srednje svijetla koža, tamna koža, zodijak
👨🏽‍🤝‍👨🏻	blizanci, držanje, muškarac, muškarci se drže za ruke, muškarci se drže za ruke: ni svijetla ni tamna koža i svijetla koža, ni svijetla ni tamna koža, par, ruke, svijetla koža, zodijak
👨🏽‍🤝‍👨🏼	blizanci, držanje, muškarac, muškarci se drže za ruke, muškarci se drže za ruke: ni svijetla ni tamna koža i srednje svijetla koža, ni svijetla ni tamna koža, par, ruke, srednje svijetla koža, zodijak
👬🏽	blizanci, držanje, muškarac, muškarci se drže za ruke, muškarci se drže za ruke: ni svijetla ni tamna koža, ni svijetla ni tamna koža, par, ruke, zodijak
👨🏽‍🤝‍👨🏾	blizanci, držanje, muškarac, muškarci se drže za ruke, muškarci se drže za ruke: ni svijetla ni tamna koža i srednje tamna koža, ni svijetla ni tamna koža, par, ruke, srednje tamna koža, zodijak
